,0,1,2,3
2561,2561,1504368257.498907,1650,954
2562,2562,1504368257.5989316,1650,954
2563,2563,1504368257.6989567,1650,954
2564,2564,1504368257.7989805,1650,954
2565,2565,1504368257.8990052,1650,954
2566,2566,1504368257.9990292,1655,950
2567,2567,1504368258.0990536,1667,942
2568,2568,1504368258.199078,1677,931
2569,2569,1504368258.2991028,1671,849
2570,2570,1504368258.399127,1389,573
2571,2571,1504368258.4991515,1071,389
2572,2572,1504368258.5991757,984,362
2573,2573,1504368258.6992004,928,361
2574,2574,1504368258.7992246,923,361
2575,2575,1504368258.8992493,923,361
2576,2576,1504368258.9992735,912,372
2577,2577,1504368259.099298,906,384
2578,2578,1504368259.1993237,964,537
2579,2579,1504368259.299347,1240,790
2580,2580,1504368259.3993714,1515,896
2581,2581,1504368259.4993958,1564,918
2582,2582,1504368259.5994203,1564,918
2583,2583,1504368259.6994445,1565,917
2584,2584,1504368259.799469,1576,915
2585,2585,1504368259.8994935,1583,914
2586,2586,1504368259.999518,1634,848
2587,2587,1504368260.0995424,1645,663
2588,2588,1504368260.1995668,1621,608
2589,2589,1504368260.2995913,1452,628
2590,2590,1504368260.3996158,1060,575
2591,2591,1504368260.49964,950,558
2592,2592,1504368260.5996652,932,484
2593,2593,1504368260.6996894,950,491
2594,2594,1504368260.7997134,1114,603
2595,2595,1504368260.8997378,1270,695
2596,2596,1504368260.9997625,1439,829
2597,2597,1504368261.0997868,1575,890
2598,2598,1504368261.1998112,1692,913
2599,2599,1504368261.299836,1776,919
2600,2600,1504368261.39986,1776,919
2601,2601,1504368261.4998846,1776,919
2602,2602,1504368261.5999086,1776,919
2603,2603,1504368261.6999333,1776,919
2604,2604,1504368261.7999578,1776,919
2605,2605,1504368261.8999822,1776,919
2606,2606,1504368262.0000067,1767,932
2607,2607,1504368262.1000311,1733,943
2608,2608,1504368262.2000563,1697,946
2609,2609,1504368262.30008,1693,946
2610,2610,1504368262.400104,1675,945
2611,2611,1504368262.500129,1654,944
2612,2612,1504368262.600154,1653,944
2613,2613,1504368262.700178,1653,944
2614,2614,1504368262.8002021,1653,944
2615,2615,1504368262.9002266,1653,944
2616,2616,1504368263.000251,1653,944
2617,2617,1504368263.1002758,1653,944
2618,2618,1504368263.2003,1653,944
2619,2619,1504368263.3003242,1653,944
2620,2620,1504368263.400349,1653,944
2621,2621,1504368263.5003738,1653,944
2622,2622,1504368263.6003973,1653,944
2623,2623,1504368263.700422,1653,944
2624,2624,1504368263.8004467,1653,944
2625,2625,1504368263.9004714,1653,944
2626,2626,1504368264.0004957,1653,944
2627,2627,1504368264.10052,1644,950
2628,2628,1504368264.2005448,1573,975
2629,2629,1504368264.3005688,1473,996
2630,2630,1504368264.4005933,1394,1005
2631,2631,1504368264.5006175,1278,1001
2632,2632,1504368264.600642,1232,999
2633,2633,1504368264.7006674,1227,999
2634,2634,1504368264.800691,1211,997
2635,2635,1504368264.9007154,1132,986
2636,2636,1504368265.0007398,1038,974
2637,2637,1504368265.1007638,1027,973
2638,2638,1504368265.200789,1027,973
2639,2639,1504368265.300813,1028,973
2640,2640,1504368265.4008374,1097,984
2641,2641,1504368265.500862,1227,997
2642,2642,1504368265.6008863,1406,955
2643,2643,1504368265.700911,1670,754
2644,2644,1504368265.8009353,1789,491
2645,2645,1504368265.90096,1803,425
2646,2646,1504368266.0009842,1803,425
2647,2647,1504368266.1010084,1803,425
2648,2648,1504368266.201033,1803,425
2649,2649,1504368266.3010573,1728,408
2650,2650,1504368266.4010816,1723,408
2651,2651,1504368266.5011063,1723,408
2652,2652,1504368266.601132,1739,483
2653,2653,1504368266.7011552,1813,713
2654,2654,1504368266.8011806,1832,823
2655,2655,1504368266.901204,1836,862
2656,2656,1504368267.0012283,1819,916
2657,2657,1504368267.1012526,1783,912
2658,2658,1504368267.2012773,1783,912
2659,2659,1504368267.3013017,1783,912
2660,2660,1504368267.4013262,1777,920
2661,2661,1504368267.5013506,1760,947
2662,2662,1504368267.6013758,1753,964
2663,2663,1504368267.7013996,1753,968
2664,2664,1504368267.8014238,1722,1015
2665,2665,1504368267.9014485,1671,1043
2666,2666,1504368268.0014727,1669,1045
2667,2667,1504368268.1014974,1670,1036
2668,2668,1504368268.2015214,1686,1017
2669,2669,1504368268.301546,1699,1009
2670,2670,1504368268.4015706,1712,1005
2671,2671,1504368268.501595,1712,1005
2672,2672,1504368268.60162,1712,1005
2673,2673,1504368268.701644,1712,1005
2674,2674,1504368268.8016684,1712,1005
2675,2675,1504368268.9016926,1712,1005
2676,2676,1504368269.001717,1712,1005
2677,2677,1504368269.1017416,1712,1005
2678,2678,1504368269.201766,1712,1005
2679,2679,1504368269.3017905,1712,1005
2680,2680,1504368269.4018152,1712,1005
2681,2681,1504368269.5018394,1712,1005
2682,2682,1504368269.6018639,1712,1005
2683,2683,1504368269.701888,1723,1001
2684,2684,1504368269.8019125,1814,889
2685,2685,1504368269.901937,1924,579
2686,2686,1504368270.0019617,1928,456
2687,2687,1504368270.101986,1926,433
2688,2688,1504368270.2020102,1925,429
2689,2689,1504368270.3020349,1925,429
2690,2690,1504368270.4020603,1920,436
2691,2691,1504368270.5020843,1897,483
2692,2692,1504368270.6021078,1877,581
2693,2693,1504368270.7021327,1852,731
2694,2694,1504368270.802157,1816,865
2695,2695,1504368270.9021814,1789,918
2696,2696,1504368271.0022058,1783,928
2697,2697,1504368271.1022305,1766,946
2698,2698,1504368271.2022548,1742,967
2699,2699,1504368271.3022792,1706,995
2700,2700,1504368271.4023037,1701,998
2701,2701,1504368271.5023282,1701,998
2702,2702,1504368271.6023526,1683,1012
2703,2703,1504368271.702377,1602,1049
2704,2704,1504368271.8024013,1532,1026
2705,2705,1504368271.9024265,1532,1026
2706,2706,1504368272.0024502,1489,1026
2707,2707,1504368272.102475,1231,1028
2708,2708,1504368272.2024992,1107,1029
2709,2709,1504368272.3025239,1064,1019
2710,2710,1504368272.402548,1063,1018
2711,2711,1504368272.5025723,1090,1016
2712,2712,1504368272.6025975,1284,1037
2713,2713,1504368272.7026212,1502,1050
2714,2714,1504368272.802646,1593,1047
2715,2715,1504368272.9026704,1616,1043
2716,2716,1504368273.0026946,1640,1041
2717,2717,1504368273.102719,1661,1031
2718,2718,1504368273.2027438,1670,1026
2719,2719,1504368273.302768,1675,1024
2720,2720,1504368273.4027941,1700,1019
2721,2721,1504368273.5028172,1708,1018
2722,2722,1504368273.6028419,1708,1018
2723,2723,1504368273.7028656,1708,1018
2724,2724,1504368273.80289,1708,1018
2725,2725,1504368273.9029155,1712,1016
2726,2726,1504368274.002939,1811,981
2727,2727,1504368274.1029634,1894,969
2728,2728,1504368274.2029884,1894,969
2729,2729,1504368274.3030124,1894,969
2730,2730,1504368274.4030366,1894,969
2731,2731,1504368274.503061,1857,1002
2732,2732,1504368274.603086,1803,1033
2733,2733,1504368274.703111,1790,1034
2734,2734,1504368274.8031344,1739,1030
2735,2735,1504368274.903159,1722,1028
2736,2736,1504368275.0031838,1722,1028
2737,2737,1504368275.1032076,1722,1028
2738,2738,1504368275.2032323,1722,1028
2739,2739,1504368275.303257,1722,1028
2740,2740,1504368275.403281,1722,1028
2741,2741,1504368275.5033062,1722,1028
2742,2742,1504368275.60333,1722,1028
2743,2743,1504368275.7033541,1722,1028
2744,2744,1504368275.8033793,1722,1028
2745,2745,1504368275.9034028,1722,1028
2746,2746,1504368276.0034287,1722,1028
2747,2747,1504368276.1034522,1722,1028
2748,2748,1504368276.2034764,1722,1028
2749,2749,1504368276.3035016,1722,1027
2750,2750,1504368276.4035254,1755,1013
2751,2751,1504368276.5035498,1770,1007
2752,2752,1504368276.6035743,1770,1007
2753,2753,1504368276.7035997,1772,1004
2754,2754,1504368276.8036234,1825,958
2755,2755,1504368276.9036477,1845,939
2756,2756,1504368277.003672,1863,925
2757,2757,1504368277.1036966,1893,885
2758,2758,1504368277.2037208,1920,830
2759,2759,1504368277.3037453,1952,768
2760,2760,1504368277.4037702,2019,680
2761,2761,1504368277.5037942,2027,671
2762,2762,1504368277.6038196,2071,645
2763,2763,1504368277.703843,2102,601
2764,2764,1504368277.8038676,2144,466
2765,2765,1504368277.9038923,2175,301
2766,2766,1504368278.0039165,2192,245
2767,2767,1504368278.1039407,2192,245
2768,2768,1504368278.2039654,2192,245
2769,2769,1504368278.3039896,2181,257
2770,2770,1504368278.4040146,1990,354
2771,2771,1504368278.5040386,1919,380
2772,2772,1504368278.604063,1884,395
2773,2773,1504368278.704088,1641,485
2774,2774,1504368278.804112,1329,713
2775,2775,1504368278.9041371,1295,728
2776,2776,1504368279.0041606,1295,728
2777,2777,1504368279.104185,1286,737
2778,2778,1504368279.2042105,1112,926
2779,2779,1504368279.3042338,1094,943
2780,2780,1504368279.4042585,1101,962
2781,2781,1504368279.504283,1105,967
2782,2782,1504368279.604307,1105,967
2783,2783,1504368279.7043326,1105,970
2784,2784,1504368279.804356,1106,977
2785,2785,1504368279.9043813,1174,949
2786,2786,1504368280.0044067,983,861
2787,2787,1504368280.1044295,613,894
2788,2788,1504368280.204454,575,888
2789,2789,1504368280.3044784,575,888
2790,2790,1504368280.4045029,575,888
2791,2791,1504368280.5045278,566,849
2792,2792,1504368280.6045518,494,719
2793,2793,1504368280.704576,573,728
2794,2794,1504368280.804602,573,728
2795,2795,1504368280.904625,574,723
2796,2796,1504368281.0046499,519,681
2797,2797,1504368281.1046746,484,627
2798,2798,1504368281.2046983,478,559
2799,2799,1504368281.3047235,479,539
2800,2800,1504368281.4047482,479,539
2801,2801,1504368281.5047722,480,541
2802,2802,1504368281.6047964,512,807
2803,2803,1504368281.7048204,511,928
2804,2804,1504368281.8048458,515,916
2805,2805,1504368281.9048693,513,829
2806,2806,1504368282.0048938,531,652
2807,2807,1504368282.1049185,603,543
2808,2808,1504368282.2049427,870,454
2809,2809,1504368282.3049672,1067,412
2810,2810,1504368282.4049926,1073,410
2811,2811,1504368282.5050156,1073,410
2812,2812,1504368282.6050415,1073,410
2813,2813,1504368282.705065,1073,410
2814,2814,1504368282.805089,1073,410
2815,2815,1504368282.9051168,1073,410
2816,2816,1504368283.0051382,1073,410
2817,2817,1504368283.1051626,1073,410
2818,2818,1504368283.205187,1073,410
2819,2819,1504368283.3052118,1073,410
2820,2820,1504368283.405238,1116,393
2821,2821,1504368283.5052602,1137,386
2822,2822,1504368283.6052847,1137,386
2823,2823,1504368283.7053094,1135,388
2824,2824,1504368283.8053343,1004,471
2825,2825,1504368283.9053588,766,632
2826,2826,1504368284.0053828,685,744
2827,2827,1504368284.105407,652,813
2828,2828,1504368284.205432,644,831
2829,2829,1504368284.3054557,644,831
2830,2830,1504368284.4054804,649,797
2831,2831,1504368284.505505,701,652
2832,2832,1504368284.6055288,839,480
2833,2833,1504368284.7055547,937,419
2834,2834,1504368284.805578,972,401
2835,2835,1504368284.9056025,985,395
2836,2836,1504368285.0056272,1008,387
2837,2837,1504368285.1056514,1027,383
2838,2838,1504368285.205676,1047,381
2839,2839,1504368285.3057003,1097,378
2840,2840,1504368285.4057245,1150,376
2841,2841,1504368285.5057495,1174,375
2842,2842,1504368285.6057734,1174,375
2843,2843,1504368285.7057977,1174,375
2844,2844,1504368285.8058226,1170,376
2845,2845,1504368285.9058468,1114,384
2846,2846,1504368286.0058718,989,391
2847,2847,1504368286.1058958,943,408
2848,2848,1504368286.20592,942,408
2849,2849,1504368286.3059452,933,415
2850,2850,1504368286.4059694,894,447
2851,2851,1504368286.5059936,887,453
2852,2852,1504368286.6060178,885,458
2853,2853,1504368286.7060423,882,468
2854,2854,1504368286.8060672,882,468
2855,2855,1504368286.9060915,891,454
2856,2856,1504368287.0061169,942,412
2857,2857,1504368287.1061404,957,404
2858,2858,1504368287.2061646,957,404
2859,2859,1504368287.30619,1018,402
2860,2860,1504368287.4062135,1077,396
2861,2861,1504368287.5062377,1079,396
2862,2862,1504368287.6062627,1112,414
2863,2863,1504368287.7062867,1154,445
2864,2864,1504368287.8063116,1180,557
2865,2865,1504368287.9063358,1175,568
2866,2866,1504368288.00636,1170,575
2867,2867,1504368288.106385,1170,575
2868,2868,1504368288.2064087,1157,595
2869,2869,1504368288.3064332,1146,614
2870,2870,1504368288.406459,1145,621
2871,2871,1504368288.5064826,1165,665
2872,2872,1504368288.6065066,1249,789
2873,2873,1504368288.7065313,1274,823
2874,2874,1504368288.8065562,1293,833
2875,2875,1504368288.9065833,1399,803
2876,2876,1504368289.0066047,1401,801
2877,2877,1504368289.1066287,1326,775
2878,2878,1504368289.2066536,1279,670
2879,2879,1504368289.3066776,1632,556
2880,2880,1504368289.4067025,1819,561
2881,2881,1504368289.5067275,1819,561
2882,2882,1504368289.606751,1819,557
2883,2883,1504368289.706776,1556,438
2884,2884,1504368289.8068013,1064,313
2885,2885,1504368289.906824,1007,306
2886,2886,1504368290.006849,976,304
2887,2887,1504368290.106873,866,299
2888,2888,1504368290.2068973,834,299
2889,2889,1504368290.3069222,804,302
2890,2890,1504368290.4069464,738,312
2891,2891,1504368290.506972,692,326
2892,2892,1504368290.6069956,613,403
2893,2893,1504368290.7070198,529,544
2894,2894,1504368290.8070445,522,685
2895,2895,1504368290.9070694,583,834
2896,2896,1504368291.0070932,604,785
2897,2897,1504368291.1071174,621,734
2898,2898,1504368291.2071419,652,632
2899,2899,1504368291.3071666,664,507
2900,2900,1504368291.407191,665,503
2901,2901,1504368291.5072153,665,503
2902,2902,1504368291.6072395,683,411
2903,2903,1504368291.7072642,687,386
2904,2904,1504368291.8072891,687,386
2905,2905,1504368291.9073129,687,386
2906,2906,1504368292.007339,671,434
2907,2907,1504368292.1073627,640,506
2908,2908,1504368292.2073863,640,506
2909,2909,1504368292.307411,640,506
2910,2910,1504368292.4074354,640,520
2911,2911,1504368292.5074596,642,637
2912,2912,1504368292.6074843,646,718
2913,2913,1504368292.7075083,668,776
2914,2914,1504368292.8075333,730,843
2915,2915,1504368292.9075575,794,871
2916,2916,1504368293.0075817,869,878
2917,2917,1504368293.1076083,879,870
2918,2918,1504368293.2076309,880,865
2919,2919,1504368293.307655,923,735
2920,2920,1504368293.4076796,1016,391
2921,2921,1504368293.5077038,1058,296
2922,2922,1504368293.6077287,1081,273
2923,2923,1504368293.7077527,1114,250
2924,2924,1504368293.8077772,1125,243
2925,2925,1504368293.9078035,1125,243
2926,2926,1504368294.007826,1125,243
2927,2927,1504368294.1078503,1125,243
2928,2928,1504368294.2078753,1125,243
2929,2929,1504368294.3078995,1150,236
2930,2930,1504368294.4079242,1158,234
2931,2931,1504368294.5079484,1158,234
2932,2932,1504368294.6079726,1156,238
2933,2933,1504368294.7079973,1128,248
2934,2934,1504368294.8080218,1096,254
2935,2935,1504368294.908046,1135,273
2936,2936,1504368295.0080707,1135,273
2937,2937,1504368295.108095,1135,273
2938,2938,1504368295.2081196,1135,273
2939,2939,1504368295.308144,1233,295
2940,2940,1504368295.4081678,1446,296
2941,2941,1504368295.5081933,1684,338
2942,2942,1504368295.608218,1805,400
2943,2943,1504368295.7082424,1870,518
2944,2944,1504368295.808266,1921,648
2945,2945,1504368295.9082904,1930,671
2946,2946,1504368296.0083172,1930,671
2947,2947,1504368296.1083398,1930,671
2948,2948,1504368296.2083638,1915,656
2949,2949,1504368296.3083887,1567,408
2950,2950,1504368296.4084127,1318,254
2951,2951,1504368296.508437,1312,238
2952,2952,1504368296.6084614,1360,232
2953,2953,1504368296.7084858,1622,339
2954,2954,1504368296.8085122,1793,437
2955,2955,1504368296.9085348,1826,451
2956,2956,1504368297.0085592,1897,532
2957,2957,1504368297.1085837,1935,578
2958,2958,1504368297.2086084,1935,578
2959,2959,1504368297.3086329,1935,578
2960,2960,1504368297.4086568,1935,578
2961,2961,1504368297.5086813,1896,574
2962,2962,1504368297.6087072,1592,532
2963,2963,1504368297.7087312,1356,492
2964,2964,1504368297.8087547,1254,469
2965,2965,1504368297.9087803,1202,463
2966,2966,1504368298.0088036,1193,463
2967,2967,1504368298.1088302,1172,496
2968,2968,1504368298.2088528,1151,530
2969,2969,1504368298.3088768,1143,550
2970,2970,1504368298.4089022,1146,591
2971,2971,1504368298.5089264,1123,681
2972,2972,1504368298.6089501,1083,727
2973,2973,1504368298.7089753,1053,786
2974,2974,1504368298.808999,1047,802
2975,2975,1504368298.909024,1094,786
2976,2976,1504368299.009048,1389,611
2977,2977,1504368299.1090722,1620,529
2978,2978,1504368299.2090974,1576,563
2979,2979,1504368299.3091211,1299,653
2980,2980,1504368299.4091456,1091,755
2981,2981,1504368299.50917,988,796
2982,2982,1504368299.6091948,980,798
2983,2983,1504368299.7092197,980,792
2984,2984,1504368299.8092437,980,588
2985,2985,1504368299.909268,1160,334
2986,2986,1504368300.0092926,1504,298
2987,2987,1504368300.1093166,1762,347
2988,2988,1504368300.2093434,1886,459
2989,2989,1504368300.3093655,1980,588
2990,2990,1504368300.40939,2012,750
2991,2991,1504368300.509415,2006,801
2992,2992,1504368300.609439,2005,803
2993,2993,1504368300.7094636,2005,803
2994,2994,1504368300.809488,2002,803
2995,2995,1504368300.9095123,1861,756
2996,2996,1504368301.0095396,1620,630
2997,2997,1504368301.1095612,1609,445
2998,2998,1504368301.2095854,1668,368
2999,2999,1504368301.3096106,1688,351
3000,3000,1504368301.4096344,1688,351
3001,3001,1504368301.5096588,1688,351
3002,3002,1504368301.6096835,1688,351
3003,3003,1504368301.7097075,1688,351
3004,3004,1504368301.8097346,1688,351
3005,3005,1504368301.9097574,1688,351
3006,3006,1504368302.0097814,1688,351
3007,3007,1504368302.1098053,1688,351
3008,3008,1504368302.2098303,1688,351
3009,3009,1504368302.3098564,1678,351
3010,3010,1504368302.4098787,1655,351
3011,3011,1504368302.5099032,1645,350
3012,3012,1504368302.609928,1645,350
3013,3013,1504368302.709952,1645,350
3014,3014,1504368302.809977,1645,350
3015,3015,1504368302.9100015,1645,350
3016,3016,1504368303.0100253,1615,351
3017,3017,1504368303.1100507,1594,351
3018,3018,1504368303.2100742,1594,351
3019,3019,1504368303.3100986,1594,351
3020,3020,1504368303.4101236,1594,351
3021,3021,1504368303.5101478,1594,351
3022,3022,1504368303.6101718,1594,351
3023,3023,1504368303.7101965,1594,351
3024,3024,1504368303.8102207,1594,351
3025,3025,1504368303.910249,1594,351
3026,3026,1504368304.0102696,1573,358
3027,3027,1504368304.110294,1536,363
3028,3028,1504368304.2103195,1513,366
3029,3029,1504368304.310343,1431,383
3030,3030,1504368304.4103675,1166,407
3031,3031,1504368304.5103917,1020,406
3032,3032,1504368304.6104164,1016,406
3033,3033,1504368304.7104423,1016,406
3034,3034,1504368304.810465,1016,406
3035,3035,1504368304.9104896,1006,408
3036,3036,1504368305.0105145,955,415
3037,3037,1504368305.1105392,852,443
3038,3038,1504368305.2105641,782,462
3039,3039,1504368305.3105874,752,471
3040,3040,1504368305.4106123,747,475
3041,3041,1504368305.510636,747,475
3042,3042,1504368305.6106606,747,475
3043,3043,1504368305.710685,747,475
3044,3044,1504368305.8107095,747,475
3045,3045,1504368305.910734,747,472
3046,3046,1504368306.0107605,747,471
3047,3047,1504368306.110783,758,459
3048,3048,1504368306.2108073,783,443
3049,3049,1504368306.3108325,791,438
3050,3050,1504368306.4108565,791,438
3051,3051,1504368306.510881,791,438
3052,3052,1504368306.6109054,791,438
3053,3053,1504368306.7109294,791,442
3054,3054,1504368306.8109558,790,444
3055,3055,1504368306.9109786,790,444
3056,3056,1504368307.011003,797,438
3057,3057,1504368307.1110306,854,407
3058,3058,1504368307.211052,870,399
3059,3059,1504368307.3110785,870,399
3060,3060,1504368307.4111009,870,399
3061,3061,1504368307.5111246,870,399
3062,3062,1504368307.6111512,870,399
3063,3063,1504368307.711174,870,399
3064,3064,1504368307.8111982,870,399
3065,3065,1504368307.911223,870,399
3066,3066,1504368308.0112472,870,399
3067,3067,1504368308.111273,870,399
3068,3068,1504368308.211296,870,399
3069,3069,1504368308.3113203,870,399
3070,3070,1504368308.4113467,870,399
3071,3071,1504368308.5113692,870,399
3072,3072,1504368308.6113937,895,389
3073,3073,1504368308.7114196,929,380
3074,3074,1504368308.8114429,962,371
3075,3075,1504368308.9114687,985,368
3076,3076,1504368309.0114915,1003,364
3077,3077,1504368309.111516,1046,358
3078,3078,1504368309.211541,1156,351
3079,3079,1504368309.3115652,1194,348
3080,3080,1504368309.4115894,1192,355
3081,3081,1504368309.5116136,995,425
3082,3082,1504368309.611638,798,491
3083,3083,1504368309.7116654,724,594
3084,3084,1504368309.811687,681,757
3085,3085,1504368309.9117115,672,847
3086,3086,1504368310.0117373,682,882
3087,3087,1504368310.1117606,691,893
3088,3088,1504368310.2117877,699,892
3089,3089,1504368310.3118093,702,891
3090,3090,1504368310.4118345,704,888
3091,3091,1504368310.5118601,735,897
3092,3092,1504368310.6118827,742,899
3093,3093,1504368310.7119074,742,899
3094,3094,1504368310.8119314,742,899
3095,3095,1504368310.9119556,742,899
3096,3096,1504368311.0119827,779,899
3097,3097,1504368311.1120045,925,914
3098,3098,1504368311.212029,1093,929
3099,3099,1504368311.3120542,1278,924
3100,3100,1504368311.4120786,1365,904
3101,3101,1504368311.5121024,1366,903
3102,3102,1504368311.6121268,1400,892
3103,3103,1504368311.7121513,1491,822
3104,3104,1504368311.8121772,1389,792
3105,3105,1504368311.912202,945,749
3106,3106,1504368312.0122244,771,747
3107,3107,1504368312.1122496,761,747
3108,3108,1504368312.2122736,761,747
3109,3109,1504368312.312299,895,834
3110,3110,1504368312.4123223,1122,909
3111,3111,1504368312.5123467,1334,915
3112,3112,1504368312.612372,1452,915
3113,3113,1504368312.7123973,1436,918
3114,3114,1504368312.81242,1185,889
3115,3115,1504368312.9124446,1029,866
3116,3116,1504368313.0124688,1184,698
3117,3117,1504368313.1124945,1467,592
3118,3118,1504368313.2125185,1467,592
3119,3119,1504368313.3125422,1467,592
3120,3120,1504368313.4125671,1537,604
3121,3121,1504368313.5125911,1563,611
3122,3122,1504368313.6126156,1620,632
3123,3123,1504368313.7126408,1637,665
3124,3124,1504368313.8126647,1497,743
3125,3125,1504368313.9126906,1243,720
3126,3126,1504368314.0127132,1235,697
3127,3127,1504368314.1127377,1282,561
3128,3128,1504368314.2127624,1184,521
3129,3129,1504368314.3127866,1167,502
3130,3130,1504368314.4128125,1258,415
3131,3131,1504368314.5128355,1260,418
3132,3132,1504368314.61286,901,648
3133,3133,1504368314.712887,785,775
3134,3134,1504368314.8129086,777,898
3135,3135,1504368314.912933,813,922
3136,3136,1504368315.0129583,872,923
3137,3137,1504368315.112982,889,919
3138,3138,1504368315.2130077,893,915
3139,3139,1504368315.313031,893,915
3140,3140,1504368315.4130552,969,868
3141,3141,1504368315.513081,1382,402
3142,3142,1504368315.6131048,1625,236
3143,3143,1504368315.713129,1692,220
3144,3144,1504368315.813153,1726,216
3145,3145,1504368315.9131777,1768,206
3146,3146,1504368316.0132043,1850,190
3147,3147,1504368316.113227,1855,189
3148,3148,1504368316.2132509,1855,189
3149,3149,1504368316.313278,1855,189
3150,3150,1504368316.4133,1855,189
3151,3151,1504368316.513324,1855,189
3152,3152,1504368316.6133485,1856,191
3153,3153,1504368316.713373,1920,277
3154,3154,1504368316.8134005,1930,292
3155,3155,1504368316.913422,1930,292
3156,3156,1504368317.0134466,1930,292
3157,3157,1504368317.113472,1910,297
3158,3158,1504368317.2134953,1715,274
3159,3159,1504368317.3135214,1625,265
3160,3160,1504368317.4135444,1625,265
3161,3161,1504368317.5135689,1625,265
3162,3162,1504368317.6135936,1611,265
3163,3163,1504368317.7136173,1547,257
3164,3164,1504368317.8136418,1481,246
3165,3165,1504368317.9136667,1448,241
3166,3166,1504368318.0136917,1407,237
3167,3167,1504368318.1137173,1366,231
3168,3168,1504368318.2137399,1319,227
3169,3169,1504368318.313764,1282,222
3170,3170,1504368318.4137893,1281,222
3171,3171,1504368318.513813,1281,222
3172,3172,1504368318.6138377,1241,225
3173,3173,1504368318.7138617,1138,234
3174,3174,1504368318.813886,1076,236
3175,3175,1504368318.9139118,941,233
3176,3176,1504368319.0139353,814,243
3177,3177,1504368319.1139596,768,259
3178,3178,1504368319.2139845,748,267
3179,3179,1504368319.3140082,744,268
3180,3180,1504368319.4140356,744,268
3181,3181,1504368319.5140572,741,268
3182,3182,1504368319.6140816,741,268
3183,3183,1504368319.714107,741,268
3184,3184,1504368319.814131,741,268
3185,3185,1504368319.914155,741,268
3186,3186,1504368320.01418,717,268
3187,3187,1504368320.1142044,723,239
3188,3188,1504368320.2142313,723,239
3189,3189,1504368320.3142526,723,239
3190,3190,1504368320.4142778,701,269
3191,3191,1504368320.5143027,627,353
3192,3192,1504368320.6143262,576,640
3193,3193,1504368320.7143507,548,714
3194,3194,1504368320.814375,545,739
3195,3195,1504368320.9143994,570,745
3196,3196,1504368321.0144253,570,745
3197,3197,1504368321.1144483,572,745
3198,3198,1504368321.214473,559,750
3199,3199,1504368321.3144977,553,737
3200,3200,1504368321.4145215,553,737
3201,3201,1504368321.514546,553,736
3202,3202,1504368321.6145706,553,736
3203,3203,1504368321.7145948,553,736
3204,3204,1504368321.8146217,553,736
3205,3205,1504368321.9146438,553,736
3206,3206,1504368322.0146685,553,736
3207,3207,1504368322.1146932,553,723
3208,3208,1504368322.2147174,559,472
3209,3209,1504368322.3147428,572,456
3210,3210,1504368322.4147658,576,457
3211,3211,1504368322.5147903,801,598
3212,3212,1504368322.6148157,1079,704
3213,3213,1504368322.7148392,1082,687
3214,3214,1504368322.8148637,1078,686
3215,3215,1504368322.9148884,1160,756
3216,3216,1504368323.0149126,1306,908
3217,3217,1504368323.114938,1331,913
3218,3218,1504368323.2149613,1378,916
3219,3219,1504368323.3149858,1378,916
3220,3220,1504368323.4150102,1378,916
3221,3221,1504368323.5150347,1227,967
3222,3222,1504368323.6150594,1236,964
3223,3223,1504368323.7150838,1777,929
3224,3224,1504368323.8151078,2071,932
3225,3225,1504368323.9151328,2122,912
3226,3226,1504368324.015157,2262,857
3227,3227,1504368324.115182,2278,830
3228,3228,1504368324.2152064,2278,830
3229,3229,1504368324.31523,2278,830
3230,3230,1504368324.4152548,2258,833
3231,3231,1504368324.515279,2258,836
3232,3232,1504368324.6153035,2245,838
3233,3233,1504368324.7153282,2237,831
3234,3234,1504368324.8153522,2228,820
3235,3235,1504368324.915377,2169,780
3236,3236,1504368325.0154011,2164,749
3237,3237,1504368325.1154256,2165,745
3238,3238,1504368325.2154527,2165,745
3239,3239,1504368325.3154755,2165,745
3240,3240,1504368325.415499,2158,738
3241,3241,1504368325.515524,2008,619
3242,3242,1504368325.615548,1997,604
3243,3243,1504368325.715572,1997,604
3244,3244,1504368325.8155982,1997,604
3245,3245,1504368325.915621,1997,604
3246,3246,1504368326.015647,1997,604
3247,3247,1504368326.11567,1997,604
3248,3248,1504368326.2156947,1997,604
3249,3249,1504368326.315719,1997,604
3250,3250,1504368326.4157434,1997,604
3251,3251,1504368326.5157678,1997,604
3252,3252,1504368326.6157932,1997,604
3253,3253,1504368326.7158175,1997,604
3254,3254,1504368326.815841,1997,604
3255,3255,1504368326.9158654,1997,605
3256,3256,1504368327.0158906,2013,667
3257,3257,1504368327.115916,2013,673
3258,3258,1504368327.215939,2013,673
3259,3259,1504368327.3159635,2013,673
3260,3260,1504368327.4159887,2013,670
3261,3261,1504368327.5160124,2013,670
3262,3262,1504368327.6160374,1938,633
3263,3263,1504368327.716061,1853,512
3264,3264,1504368327.8160858,1864,485
3265,3265,1504368327.91611,1864,485
3266,3266,1504368328.0161347,1864,485
3267,3267,1504368328.116161,1864,485
3268,3268,1504368328.2161832,1864,485
3269,3269,1504368328.3162076,1864,485
3270,3270,1504368328.4162328,1864,485
3271,3271,1504368328.516256,1864,485
3272,3272,1504368328.6162815,1864,485
3273,3273,1504368328.7163053,1866,482
3274,3274,1504368328.8163297,1866,482
3275,3275,1504368328.9163542,1859,474
