,0,1,2,3
341,341,1504368035.4446597,1221,681
342,342,1504368035.5446846,1232,706
343,343,1504368035.6447089,1319,694
344,344,1504368035.7447333,1376,658
345,345,1504368035.8447576,1380,652
346,346,1504368035.944782,1266,658
347,347,1504368036.0448062,1191,677
348,348,1504368036.1448307,1191,677
349,349,1504368036.2448552,1283,688
350,350,1504368036.34488,1339,690
351,351,1504368036.444904,1350,689
352,352,1504368036.5449286,1355,675
353,353,1504368036.6449533,1347,677
354,354,1504368036.7449775,1331,684
355,355,1504368036.8450022,1331,684
356,356,1504368036.9450264,1258,726
357,357,1504368037.0450506,1248,726
358,358,1504368037.145075,1290,686
359,359,1504368037.2450998,1372,611
360,360,1504368037.345124,1378,594
361,361,1504368037.4451485,1382,593
362,362,1504368037.545173,1382,593
363,363,1504368037.6451974,1380,612
364,364,1504368037.7452216,1363,648
365,365,1504368037.8452466,1283,666
366,366,1504368037.945271,1228,668
367,367,1504368038.045296,1227,668
368,368,1504368038.1453202,1230,657
369,369,1504368038.245344,1248,606
370,370,1504368038.3453684,1249,605
371,371,1504368038.445393,1237,618
372,372,1504368038.5454168,1164,649
373,373,1504368038.6454418,1146,674
374,374,1504368038.745466,1122,703
375,375,1504368038.8454902,1186,572
376,376,1504368038.945515,1176,513
377,377,1504368039.0455394,1160,534
378,378,1504368039.1455638,1159,534
379,379,1504368039.2455885,1161,534
380,380,1504368039.3456128,1379,518
381,381,1504368039.4456384,1434,504
382,382,1504368039.5456617,1434,495
383,383,1504368039.6456857,1434,495
384,384,1504368039.7457104,1426,543
385,385,1504368039.8457348,1399,615
386,386,1504368039.945759,1397,616
387,387,1504368040.0457838,1399,613
388,388,1504368040.1458085,1396,616
389,389,1504368040.2458327,1295,684
390,390,1504368040.3458576,1253,710
391,391,1504368040.4458816,1222,669
392,392,1504368040.5459068,1216,641
393,393,1504368040.6459303,1216,640
394,394,1504368040.7459548,1186,671
395,395,1504368040.8459792,1117,650
396,396,1504368040.9460037,1070,616
397,397,1504368041.0460281,1067,611
398,398,1504368041.1460526,1067,611
399,399,1504368041.246078,1072,615
400,400,1504368041.3461013,1109,659
401,401,1504368041.4461272,1127,665
402,402,1504368041.546151,1127,668
403,403,1504368041.6461759,1139,704
404,404,1504368041.7461991,1150,709
405,405,1504368041.8462236,1234,699
406,406,1504368041.9462478,1339,683
407,407,1504368042.0462725,1340,683
408,408,1504368042.1462972,1317,671
409,409,1504368042.246321,1249,593
410,410,1504368042.346346,1160,442
411,411,1504368042.44637,1126,404
412,412,1504368042.5463946,1126,404
413,413,1504368042.6464193,1126,404
414,414,1504368042.7464435,1146,412
415,415,1504368042.8464687,1161,413
416,416,1504368042.9464924,1161,413
417,417,1504368043.0465171,1165,488
418,418,1504368043.1465414,1235,469
419,419,1504368043.2465658,1235,469
420,420,1504368043.3465905,972,579
421,421,1504368043.4466145,487,787
422,422,1504368043.5466392,430,793
423,423,1504368043.6466634,438,795
424,424,1504368043.746688,486,818
425,425,1504368043.8467124,483,826
426,426,1504368043.9467368,482,826
427,427,1504368044.0467615,436,788
428,428,1504368044.1467855,437,764
429,429,1504368044.2468102,437,764
430,430,1504368044.3468342,484,756
431,431,1504368044.4468591,458,739
432,432,1504368044.5468833,399,717
433,433,1504368044.6469078,399,714
434,434,1504368044.7469323,387,735
435,435,1504368044.8469567,258,893
436,436,1504368044.9469812,249,927
437,437,1504368045.0470054,249,932
438,438,1504368045.14703,283,908
439,439,1504368045.2470543,311,889
440,440,1504368045.3470788,411,877
441,441,1504368045.4471033,479,930
442,442,1504368045.5471277,470,940
443,443,1504368045.6471522,420,954
444,444,1504368045.7471766,418,952
445,445,1504368045.847201,418,951
446,446,1504368045.9472256,428,928
447,447,1504368046.0472498,434,786
448,448,1504368046.1472743,414,757
449,449,1504368046.2472987,414,757
450,450,1504368046.3473232,416,743
451,451,1504368046.4473476,416,739
452,452,1504368046.547372,416,739
453,453,1504368046.6473966,416,739
454,454,1504368046.7474213,416,739
455,455,1504368046.8474457,416,739
456,456,1504368046.9474697,416,739
457,457,1504368047.0474944,416,739
458,458,1504368047.1475186,416,739
459,459,1504368047.247543,416,739
460,460,1504368047.3475676,416,739
461,461,1504368047.447592,416,739
462,462,1504368047.5476165,416,739
463,463,1504368047.647641,416,739
464,464,1504368047.747666,416,739
465,465,1504368047.8476896,416,739
466,466,1504368047.947714,416,739
467,467,1504368048.0477388,416,739
468,468,1504368048.147763,416,739
469,469,1504368048.2477875,416,739
470,470,1504368048.347812,416,739
471,471,1504368048.4478366,416,739
472,472,1504368048.547862,416,739
473,473,1504368048.647885,416,739
474,474,1504368048.7479098,416,739
475,475,1504368048.847934,416,739
476,476,1504368048.9479585,416,739
477,477,1504368049.047983,416,739
478,478,1504368049.1480074,416,739
479,479,1504368049.2480319,416,739
480,480,1504368049.3480563,416,739
481,481,1504368049.4480803,416,739
482,482,1504368049.5481052,416,739
483,483,1504368049.6481292,416,739
484,484,1504368049.748154,416,739
485,485,1504368049.8481784,416,739
486,486,1504368049.9482028,416,739
487,487,1504368050.0482275,416,739
488,488,1504368050.1482518,416,739
489,489,1504368050.2482767,416,739
490,490,1504368050.3483007,416,739
491,491,1504368050.4483252,416,739
492,492,1504368050.5483496,416,739
493,493,1504368050.6483736,416,739
494,494,1504368050.7483983,416,739
495,495,1504368050.8484228,416,739
496,496,1504368050.9484472,416,739
497,497,1504368051.0484717,416,739
498,498,1504368051.1484962,416,739
499,499,1504368051.2485206,416,739
500,500,1504368051.3485456,416,739
501,501,1504368051.4485693,416,739
502,502,1504368051.548594,416,739
503,503,1504368051.6486182,416,739
504,504,1504368051.7486434,416,739
505,505,1504368051.8486679,416,739
506,506,1504368051.9486916,416,739
507,507,1504368052.048716,416,739
508,508,1504368052.1487405,416,739
509,509,1504368052.248765,416,739
510,510,1504368052.3487895,416,739
511,511,1504368052.448814,416,739
512,512,1504368052.5488381,416,739
513,513,1504368052.6488626,416,739
514,514,1504368052.7488868,416,739
515,515,1504368052.8489115,416,739
516,516,1504368052.948936,416,739
517,517,1504368053.0489604,416,739
518,518,1504368053.148985,416,739
519,519,1504368053.2490098,416,739
520,520,1504368053.3490336,416,739
521,521,1504368053.4490588,416,739
522,522,1504368053.549083,416,739
523,523,1504368053.649107,416,739
524,524,1504368053.7491314,416,739
525,525,1504368053.849156,416,739
526,526,1504368053.9491804,416,739
527,527,1504368054.0492048,416,739
528,528,1504368054.1492293,416,739
529,529,1504368054.249254,416,739
530,530,1504368054.3492785,416,739
531,531,1504368054.4493024,416,739
532,532,1504368054.5493276,416,739
533,533,1504368054.6493511,416,739
534,534,1504368054.7493758,416,739
535,535,1504368054.8494003,416,739
536,536,1504368054.9494247,416,739
537,537,1504368055.0494504,416,739
538,538,1504368055.1494737,416,739
539,539,1504368055.2494977,416,739
540,540,1504368055.3495224,416,739
541,541,1504368055.4495475,416,739
542,542,1504368055.5495713,416,739
543,543,1504368055.6495957,416,739
544,544,1504368055.7496204,416,739
545,545,1504368055.8496442,416,739
546,546,1504368055.9496694,416,739
547,547,1504368056.0496936,416,739
548,548,1504368056.1497178,416,739
549,549,1504368056.2497447,416,739
550,550,1504368056.3497672,416,739
551,551,1504368056.4497912,416,739
552,552,1504368056.5498157,416,739
553,553,1504368056.64984,416,739
554,554,1504368056.7498646,416,739
555,555,1504368056.849889,416,739
556,556,1504368056.949913,416,739
557,557,1504368057.0499377,416,739
558,558,1504368057.1499622,416,739
559,559,1504368057.249987,416,739
560,560,1504368057.3500113,416,739
561,561,1504368057.4500353,416,739
562,562,1504368057.5500603,416,739
563,563,1504368057.6500845,416,739
564,564,1504368057.750109,416,739
565,565,1504368057.8501334,416,739
566,566,1504368057.9501579,416,739
567,567,1504368058.050182,416,739
568,568,1504368058.1502068,416,739
569,569,1504368058.250231,416,739
570,570,1504368058.3502555,416,739
571,571,1504368058.4502802,416,739
572,572,1504368058.5503054,416,739
573,573,1504368058.6503289,416,739
574,574,1504368058.750353,416,739
575,575,1504368058.8503778,416,739
576,576,1504368058.950402,418,736
577,577,1504368059.0504265,489,731
578,578,1504368059.150451,1011,714
579,579,1504368059.2504754,1012,713
580,580,1504368059.3504999,1012,713
581,581,1504368059.450524,1012,713
582,582,1504368059.5505488,1012,713
583,583,1504368059.6505733,1012,713
584,584,1504368059.750598,1012,713
585,585,1504368059.8506236,1012,713
586,586,1504368059.9506464,1012,713
587,587,1504368060.050671,1012,713
588,588,1504368060.150695,1035,708
589,589,1504368060.25072,1037,708
590,590,1504368060.3507442,1056,704
591,591,1504368060.450769,1059,692
592,592,1504368060.5507932,1059,692
593,593,1504368060.6508174,1178,630
594,594,1504368060.7508423,1209,362
595,595,1504368060.8508663,692,438
596,596,1504368060.9508908,464,833
597,597,1504368061.0509152,461,846
598,598,1504368061.1509397,556,1085
599,599,1504368061.2509642,642,1175
600,600,1504368061.350989,688,1126
601,601,1504368061.451013,726,1069
602,602,1504368061.5510373,744,1056
603,603,1504368061.651062,882,962
604,604,1504368061.7510862,893,947
605,605,1504368061.8511114,921,858
606,606,1504368061.9511352,933,843
607,607,1504368062.0511596,886,829
608,608,1504368062.1511843,863,815
609,609,1504368062.2512085,1055,719
610,610,1504368062.351233,1194,589
611,611,1504368062.451257,1208,575
612,612,1504368062.5512815,1252,535
613,613,1504368062.6513062,1267,369
614,614,1504368062.7513306,1270,362
615,615,1504368062.851355,1270,361
616,616,1504368062.9513795,1272,348
617,617,1504368063.051404,1262,317
618,618,1504368063.151429,1166,302
619,619,1504368063.2514527,916,348
620,620,1504368063.3514774,795,391
621,621,1504368063.4515016,774,423
622,622,1504368063.5515265,778,557
623,623,1504368063.6515505,852,726
624,624,1504368063.7515752,911,780
625,625,1504368063.8515995,965,808
626,626,1504368063.9516242,1025,830
627,627,1504368064.0516484,1126,856
628,628,1504368064.1516733,1191,878
629,629,1504368064.2516973,1299,894
630,630,1504368064.3517215,1428,827
631,631,1504368064.451746,1557,695
632,632,1504368064.5517704,1610,580
633,633,1504368064.6517951,1534,529
634,634,1504368064.75182,1277,475
635,635,1504368064.851844,1115,474
636,636,1504368064.9518685,1073,584
637,637,1504368065.051893,1189,706
638,638,1504368065.1519172,1235,706
639,639,1504368065.251942,1226,700
640,640,1504368065.351966,727,482
641,641,1504368065.4519904,307,357
642,642,1504368065.5520148,307,356
643,643,1504368065.6520393,351,494
644,644,1504368065.7520638,380,595
645,645,1504368065.8520882,380,625
646,646,1504368065.9521132,422,873
647,647,1504368066.0521374,416,1069
648,648,1504368066.1521618,415,1069
649,649,1504368066.2521858,415,1069
650,650,1504368066.3522108,414,1081
651,651,1504368066.4522347,412,1102
652,652,1504368066.5522592,412,1102
653,653,1504368066.6522837,411,1111
654,654,1504368066.7523081,411,1111
655,655,1504368066.8523333,409,1114
656,656,1504368066.9523573,367,1087
657,657,1504368067.0523815,367,1087
658,658,1504368067.1524055,367,1087
659,659,1504368067.2524302,367,1087
660,660,1504368067.3524544,364,1088
661,661,1504368067.4524794,361,1091
662,662,1504368067.5525036,359,1092
663,663,1504368067.652528,358,1092
664,664,1504368067.7525525,358,1092
665,665,1504368067.852577,358,1091
666,666,1504368067.9526017,358,1091
667,667,1504368068.052626,358,1091
668,668,1504368068.1526506,358,1091
669,669,1504368068.2526748,376,1085
670,670,1504368068.352699,663,1049
671,671,1504368068.4527235,1019,1020
672,672,1504368068.5527482,1174,1014
673,673,1504368068.6527724,1244,1018
674,674,1504368068.752797,1296,1015
675,675,1504368068.852821,1460,917
676,676,1504368068.952846,1670,594
677,677,1504368069.0528705,1688,583
678,678,1504368069.1528945,1703,553
679,679,1504368069.252919,1700,501
680,680,1504368069.3529434,1694,480
681,681,1504368069.452969,1693,477
682,682,1504368069.5529923,1693,477
683,683,1504368069.6530168,1693,477
684,684,1504368069.7530413,1693,477
685,685,1504368069.8530655,1693,477
686,686,1504368069.9530902,1693,477
687,687,1504368070.0531144,1695,480
688,688,1504368070.1531389,1700,483
689,689,1504368070.2531633,1700,483
690,690,1504368070.3531878,1700,483
691,691,1504368070.4532123,1700,483
692,692,1504368070.5532367,1715,483
693,693,1504368070.6532612,1748,491
694,694,1504368070.7532854,1784,517
695,695,1504368070.85331,1833,572
696,696,1504368070.9533343,1874,666
697,697,1504368071.0533588,1873,833
698,698,1504368071.1533833,1853,886
699,699,1504368071.2534077,1830,914
700,700,1504368071.3534324,1786,940
701,701,1504368071.4534566,1676,966
702,702,1504368071.553481,1619,971
703,703,1504368071.6535053,1518,981
704,704,1504368071.7535298,1376,1002
705,705,1504368071.853555,1339,1010
706,706,1504368071.9535787,1339,1010
707,707,1504368072.0536032,1339,1010
708,708,1504368072.1536276,1320,1011
709,709,1504368072.253652,1294,1012
710,710,1504368072.3536766,1257,1009
711,711,1504368072.4537008,1193,999
712,712,1504368072.5537255,1072,981
713,713,1504368072.6537497,926,959
714,714,1504368072.7537742,830,946
715,715,1504368072.8537986,822,945
716,716,1504368072.9538238,822,945
717,717,1504368073.0538476,830,949
718,718,1504368073.1538723,945,980
719,719,1504368073.2538965,1133,1007
720,720,1504368073.353921,1380,999
721,721,1504368073.4539454,1576,959
722,722,1504368073.55397,1743,884
723,723,1504368073.653994,1751,876
724,724,1504368073.7540185,1751,876
725,725,1504368073.8540428,1749,878
726,726,1504368073.9540677,1684,895
727,727,1504368074.054092,1595,920
728,728,1504368074.1541164,1582,923
729,729,1504368074.2541413,1581,919
730,730,1504368074.3541656,1581,919
731,731,1504368074.4541895,1581,919
732,732,1504368074.554214,1581,919
733,733,1504368074.6542382,1581,919
734,734,1504368074.754263,1581,919
735,735,1504368074.8542874,1581,919
736,736,1504368074.9543118,1594,866
737,737,1504368075.0543365,1642,524
738,738,1504368075.1543608,1633,483
739,739,1504368075.254386,1516,421
740,740,1504368075.3544097,1396,370
741,741,1504368075.4544344,1384,365
742,742,1504368075.5544584,1383,365
743,743,1504368075.6544828,1387,361
744,744,1504368075.7545073,1478,344
745,745,1504368075.8545325,1567,339
746,746,1504368075.9545562,1567,339
747,747,1504368076.0545807,1567,339
748,748,1504368076.1546052,1567,339
749,749,1504368076.2546296,1567,339
750,750,1504368076.3546543,1560,354
751,751,1504368076.4546783,1509,363
752,752,1504368076.5547025,1418,352
753,753,1504368076.6547272,1402,348
754,754,1504368076.7547524,1402,348
755,755,1504368076.8547761,1401,348
756,756,1504368076.9548008,1401,348
757,757,1504368077.054825,1399,349
758,758,1504368077.1548493,1093,424
759,759,1504368077.254874,1114,406
760,760,1504368077.354899,1315,390
761,761,1504368077.4549227,1566,400
762,762,1504368077.5549471,1626,405
763,763,1504368077.6549716,1626,405
764,764,1504368077.7549956,1626,405
765,765,1504368077.8550205,1626,405
766,766,1504368077.955045,1626,405
767,767,1504368078.055069,1626,405
768,768,1504368078.155094,1651,430
769,769,1504368078.2551181,1719,479
770,770,1504368078.3551424,1721,480
771,771,1504368078.455167,1721,480
772,772,1504368078.5551915,1716,463
773,773,1504368078.6552172,1701,440
774,774,1504368078.7552404,1699,438
775,775,1504368078.855265,1699,438
776,776,1504368078.9552896,1699,438
777,777,1504368079.0553136,1699,438
778,778,1504368079.155338,1699,438
779,779,1504368079.2553625,1699,438
780,780,1504368079.355387,1699,438
781,781,1504368079.4554124,1699,438
782,782,1504368079.555436,1699,438
783,783,1504368079.6554604,1699,438
784,784,1504368079.7554855,1699,438
785,785,1504368079.8555093,1699,438
786,786,1504368079.9555335,1699,438
787,787,1504368080.0555582,1699,438
788,788,1504368080.1555824,1663,443
789,789,1504368080.255607,1345,421
790,790,1504368080.3556314,1140,416
791,791,1504368080.4556563,1136,416
792,792,1504368080.5556805,1136,416
793,793,1504368080.6557047,1136,416
794,794,1504368080.7557294,1152,418
795,795,1504368080.855754,1208,434
796,796,1504368080.955778,1141,445
